Country,Year,Rank,Total,Percentile,Decision,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,Personal Safety,Environmental Quality,Tolerance and Inclusion,Press Freedom Index,Tolerance for immigrants,Discrimination and violence against minorities
Poland,2017,151st,40.8,15.2,Sustainable,1.8,4.2,5.4,3.6,3,4.5,3.3,2.3,3.2,3,3.6,2.9,7.1,2.1,5,2.4,2.1,4.9
Czech Republic,2017,152nd,40.1,14.6,Sustainable,2.6,5,4.8,4.6,2.7,2.8,4.7,2.6,2.4,1.4,3.8,2.7,7.3,2,4.2,1.7,3.6,5
Malta,2017,153rd,38.6,14.1,Sustainable,3.6,2,3.9,4,2.6,3.7,3.6,2,3,2.5,4.4,3.3,,1.4,2.2,2.4,6.7,3.9
"Korea, Republic of",2017,154th,38.1,13.5,Sustainable,2.1,4.3,2.9,2,3,3.9,4.4,1.9,2.9,3.1,2,5.6,4.4,2,3.7,2.9,5.6,3.1
Spain,2017,155th,37.9,12.9,Sustainable,2.8,6.3,5.7,5.2,3.5,1.9,2.8,2.2,1.8,2,1.9,1.8,8.2,0.7,2.2,2,8.1,5.9
Japan,2017,156th,37.4,12.4,Sustainable,1.6,2.6,3.7,4.1,1.6,3.2,1.2,2.2,3,6,4.4,3.8,6.2,1.6,3.8,2.9,4.9,3.9
Uruguay,2017,157th,36.8,11.8,Sustainable,3.8,2.7,2.5,3.6,4.1,4.4,1,2.9,2.8,3.8,2.5,2.7,7.3,3.9,2,1.6,7.3,2.7
United States,2017,158th,35.6,11.2,Sustainable,3.2,5.3,6,2.4,4.3,1.7,1.9,1.6,3.2,2.8,2,1.2,8.8,2.2,3.2,2.2,7.9,5.1
France,2017,159th,33.5,10.7,Sustainable,3.3,1.9,7,4.3,3.2,2.2,1.3,1.1,2.1,2.8,2.5,1.8,8.2,0.9,3.9,2.4,7,7
United Kingdom,2017,160th,33.2,10.1,Sustainable,2.7,4.5,6.4,3.6,3.6,2.1,1.5,1.6,1.7,2.4,2.1,1,9,0.8,3.1,2.2,8,5.9
Singapore,2017,161st,32.5,9.6,Sustainable,1.6,4,2.6,2,3.8,3.3,3.9,1.3,4.6,2.5,1.7,1.2,8.8,1.3,3,5.3,6.6,2.8
Slovenia,2017,162nd,32.4,9,Sustainable,1.6,1.7,4.5,3.8,3.4,3.1,2.7,1.5,1.5,2.3,4,2.3,7.7,1.6,3.6,2.2,3.8,4.2
Belgium,2017,163rd,30.8,8.4,Sustainable,2.4,4.4,4.9,4.2,2.7,1.6,1.4,2.3,1.5,2,2.4,1,9,1,2.5,1.4,7.1,4.4
Portugal,2017,164th,29,7.9,Sustainable,1.3,2.5,2.5,5.3,2.5,2.2,1.6,2.2,1.8,2.1,2.2,2.8,7.2,1.5,2.4,1.7,7.4,2.7
Germany,2017,165th,28.1,7.3,Sustainable,2.1,2.3,5,2.2,2.8,2.1,1,1.1,1.1,2,5.4,1,9,0.8,2.6,1.5,7.8,4.8
Austria,2017,166th,27.7,6.7,Sustainable,1,3.2,4.5,2.2,2.9,1.5,1.4,1.1,1.2,1.9,5.6,1.2,8.8,0.9,2.6,1.3,7.4,4
Netherlands,2017,167th,27.4,6.2,Sustainable,1.5,3.1,4.5,2.7,2.2,2.6,1.3,1,1,2.5,3.8,1.2,8.8,1,2.2,0.9,7.9,4.4
Luxembourg,2017,168th,23.4,5.6,Sustainable,1.7,3.4,3.1,1.2,1.6,2.1,1,2.1,1,1.6,3.5,1.1,,0.7,1.6,1.4,8.3,3.1
Canada,2017,169th,22.6,4.5,Sustainable,2.2,2.5,3.4,1.8,2.5,1.7,1,1.5,1.3,1.9,1.8,1,9,2,1.8,1.5,8.8,3.6
New Zealand,2017,170th,22.6,4.5,Sustainable,1.2,1.4,3.6,3.6,2.3,2.1,0.9,1.4,1,2.1,1.8,1.2,8.8,1.6,1.6,1,8.9,3.8
Iceland,2017,171st,22.5,3.9,Sustainable,1,1.8,1.3,3.3,1.1,2.8,1.3,1.2,1,1.6,2,4.1,5.9,1.9,0.7,1.5,8.7,1.3
Australia,2017,172nd,22.3,2.8,Sustainable,2.1,1.7,3.9,1.7,2.2,1.3,1,1.5,2.3,1.3,2.3,1,9,1.5,2.3,1.8,8.4,4.1
Ireland,2017,172nd,22.3,2.8,Sustainable,2.1,1.5,1.4,3.4,2.2,2.8,1,1.4,1.4,1.7,2,1.4,8.6,1.8,1.4,1.2,8.5,1.6
Sweden,2017,174th,22.1,2.2,Sustainable,2.1,1.8,1.5,1.8,1.8,1.5,1,1.1,1.1,2,5.3,1.1,8.9,0.7,2.1,1.2,8,1.7
Denmark,2017,175th,21.5,1.6,Sustainable,1.7,1.4,4.4,2,1.6,1.9,0.9,1,1.5,2,2.1,1,9,0.9,2.2,0.9,8,4.6
Switzerland,2017,176th,21.1,1.1,Sustainable,1.1,1,3.6,2.3,2.2,2.1,1,1,1.8,1.5,2.5,1,9,0.7,2.5,1.2,7,3.8
Norway,2017,177th,20.5,0.5,Sustainable,2,1.1,3.6,2.2,1.5,1.6,0.8,1,1.1,1.5,2.8,1.3,8.7,1.1,1.8,0.9,8.6,3.8
Finland,2017,178th,18.7,0,Sustainable,1.7,1.1,1.8,3.5,1,2.3,0.9,1,1,1.1,2.3,1,9,1,1.6,0.9,7.3,2
